,Gene,HGNC Gene ID,Disease,MONDO Disease ID,SOP,Classification,Report Reference URL,Report Date,Status,Definitive,Gene QID,Disease QID
444,MAP2K2,HGNC:6842,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/6a0eeefd-9105-435d-9daf-c748e52b0941--2018-06-01T15:45:50,2018-06-01T15:45:50.251Z,error,no,Q18030794,absent
445,MAP2K2,HGNC:6842,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/c633e0eb-ba18-4090-a889-2df01bbdd4d0--2018-05-29T18:11:18,2018-05-29T18:11:18.683Z,error,no,Q18030794,absent
446,MARVELD2,HGNC:26401,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ba6df3f7-a000-401c-94d9-0dc5cb901f32--2018-08-29T19:16:31,2018-08-29T19:16:31.669Z,complete,yes,Q18052235,Q9079046
447,MAT1A,HGNC:6903,brain demyelination due to methionine adenosyltransferase deficiency,MONDO_0009607,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/35cff382-98fe-4103-8edc-101f0c565a9e--2019-09-13T12:57:23,2019-09-13T12:57:23.386Z,complete,yes,Q18028888,Q55782094
448,MAT2A,HGNC:6904,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8263,2016-07-03T00:00:00,error,no,Q18028891,absent
449,MAX,HGNC:6913,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8361,2017-06-22T00:00:00,complete,yes,Q18028904,Q56013982
450,MBD5,HGNC:20444,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/952cb4f8-e59b-4edb-a393-0266e0008963--2018-11-21T17:00:00,2018-11-21T17:00:00.000Z,error,no,Q18042045,absent
451,MCCC1,HGNC:6936,3-methylcrotonyl-CoA carboxylase deficiency,MONDO_0018950,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6bd0c545-9ef8-4005-a124-a73be6178745--2019-10-25T16:00:00,2019-10-25T16:00:00.000Z,error,yes,Q18042611,absent
452,MCCC2,HGNC:6937,3-methylcrotonyl-CoA carboxylase deficiency,MONDO_0018950,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3653ea30-b630-499a-a6f0-65152106ad8c--2019-10-25T16:00:00,2019-10-25T16:00:00.000Z,error,yes,Q18045551,absent
453,MCM2,HGNC:6944,autosomal dominant nonsyndromic deafness 70,MONDO_0014853,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9593,2018-01-04T00:00:00,error,no,Q15629732,Q28024722
454,MCPH1,HGNC:6954,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/8525,2017-01-11T00:00:00,error,no,Q6839328,Q172341
455,MCPH1,HGNC:6954,hereditary breast carcinoma,MONDO_0016419,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8524,2017-01-11T00:00:00,error,no,Q6839328,absent
456,MDH2,HGNC:6971,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8366,2017-06-22T00:00:00,error,no,Q18028975,Q56013982
457,MECP2,HGNC:6990,Rett syndrome,MONDO_0010726,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2df006ff-5ab4-4926-9b72-48909b09e608--2018-05-02T13:26:29,2018-05-02T13:26:29.570Z,error,yes,Q18028997,absent
458,MED12,HGNC:11957,MED12-related intellectual disability syndrome,MONDO_0100000,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/afba0573-9f47-4814-bf3a-ef41f5512dee--2018-04-27T19:38:08,2018-04-27T19:38:08.041Z,error,yes,Q18034923,absent
459,MEF2C,HGNC:6996,complex neurodevelopmental disorder,MONDO_0100038,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/34354e8f-4343-4fba-82ba-e49579e504bb--2019-02-06T17:00:00,2019-02-06T17:00:00.000Z,error,yes,Q18029008,absent
460,MEGF10,HGNC:29634,early-onset myopathy-areflexia-respiratory distress-dysphagia syndrome,MONDO_0013731,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1d00193c-b0fd-40b4-b5d5-51eecece9669--2020-01-27T17:00:00,2020-01-27T17:00:00.000Z,complete,yes,Q18047620,Q56002943
461,MEN1,HGNC:7010,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8364,2017-06-22T00:00:00,error,no,Q14913035,Q56013982
462,MERTK,HGNC:7027,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8371,2017-06-22T00:00:00,error,no,Q18035403,Q56013982
463,MET,HGNC:7029,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8372,2017-06-02T00:00:00,error,no,Q14875866,Q56013982
464,MET,HGNC:7029,papillary renal cell carcinoma,MONDO_0017884,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a71d9990-7202-487a-b7a3-4e659e0be73c--2018-10-11T18:47:45,2018-10-11T18:47:45.818Z,error,yes,Q14875866,absent
465,MET,HGNC:7029,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/f0e6f9ac-f807-48fd-a5b6-bf67c4607e14--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q14875866,Q9079046
466,MFAP5,HGNC:29673,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/8264,2016-12-22T00:00:00,error,no,Q18032720,absent
467,MID1,HGNC:7095,X-linked Opitz G/BBB syndrome,MONDO_0010222,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9612,2018-03-21T00:00:00,error,yes,Q18029131,absent
468,MITF,HGNC:7105,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8367,2017-06-22T00:00:00,error,no,Q14906495,Q56013982
469,MITF,HGNC:7105,Waardenburg syndrome type 2,MONDO_0019517,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/bc5d40d2-44b5-49b6-97a9-7bdfc39bee49--2018-07-26T16:15:25,2018-07-26T16:15:25.390Z,error,yes,Q14906495,absent
470,MLH1,HGNC:7127,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8526,2017-06-14T00:00:00,error,no,Q14911708,absent
471,MLH1,HGNC:7127,"colorectal cancer, hereditary nonpolyposis, type 2",MONDO_0012249,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9848,2017-07-10T00:00:00,error,yes,Q14911708,absent
472,MLH1,HGNC:7127,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a313ad2e-5c2a-4bb4-bed4-3b4f9b5095df--2018-10-09T15:06:23,2018-10-09T15:06:23.105Z,complete,yes,Q14911708,Q736633
473,MLH3,HGNC:7128,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9860,2017-02-14T00:00:00,error,no,Q18038559,Q783644
474,MLYCD,HGNC:7150,malonic aciduria,MONDO_0009556,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/70af8ffa-430b-4c69-bfa9-d6ba2f7b4f32--2018-06-26T16:00:00,2018-06-26T16:00:00.000Z,complete,yes,Q18037165,Q6744526
475,MMACHC,HGNC:24525,methylmalonic aciduria and homocystinuria type cblC,MONDO_0010184,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/6feb4bda-539f-4592-acaf-26dc186e953a--2019-05-24T17:08:57,2019-05-24T17:08:57.399Z,complete,yes,Q18037843,Q18553420
476,MRAS,HGNC:7227,Costello syndrome,MONDO_0009026,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/46fedeeb-cfa9-4908-a6d5-83d82b285497--2018-06-06T16:23:32,2018-06-06T16:23:32.538Z,error,no,Q18036502,Q1136492
477,MRAS,HGNC:7227,Noonan syndrome with multiple lentigines,MONDO_0007893,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/3af69571-c238-4662-a4c0-599c95dfebcf--2018-06-06T16:27:29,2018-06-06T16:27:29.324Z,error,no,Q18036502,absent
478,MRAS,HGNC:7227,cardiofaciocutaneous syndrome,MONDO_0015280,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/bed4115d-7ac0-420e-9cf9-cec46908eb2e--2018-06-06T16:19:41,2018-06-06T16:19:41.138Z,error,no,Q18036502,absent
479,MRAS,HGNC:7227,Noonan syndrome,MONDO_0018997,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/04ca29c1-6b44-474c-b54b-1c8be52de172--2018-06-06T16:06:18,2018-06-06T16:06:18.416Z,error,no,Q18036502,absent
480,MRAS,HGNC:7227,Noonan syndrome-like disorder with loose anagen hair,MONDO_0011899,SOP5,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/26800a17-fb28-4085-afe0-a8252724382b--2018-06-06T16:30:57,2018-06-06T16:30:57.991Z,error,no,Q18036502,Q55783530
481,MRE11,HGNC:7230,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/9900,2017-10-25T00:00:00,error,no,Q18029281,absent
482,MRE11,HGNC:7230,familial ovarian cancer,MONDO_0016248,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/9901,2017-10-25T00:00:00,error,no,Q18029281,Q172341
483,MSH2,HGNC:7325,Lynch syndrome,MONDO_0005835,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9849,2017-09-11T00:00:00,complete,yes,Q14911688,Q783644
484,MSH2,HGNC:7325,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/10084,2017-10-11T00:00:00,error,no,Q14911688,absent
485,MSH2,HGNC:7325,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/7ce2b2b9-9b04-4a47-b6fa-b85c60ba1c08--2018-10-09T14:44:00,2018-10-09T14:44:00.302Z,complete,yes,Q14911688,Q736633
486,MSH3,HGNC:7326,MSH3-related attenuated familial adenomatous polyposis,MONDO_0018812,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/9896,2016-12-13T00:00:00,error,no,Q18029418,Q55788361
487,MSH3,HGNC:7326,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9897,2017-11-13T00:00:00,error,no,Q18029418,Q783644
488,MSH6,HGNC:7329,Lynch syndrome,MONDO_0005835,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9850,2017-09-25T00:00:00,complete,yes,Q14911717,Q783644
489,MSH6,HGNC:7329,hereditary breast carcinoma,MONDO_0016419,SOP4,Disputed,https://search.clinicalgenome.org/kb/gene-validity/8531,2017-07-26T00:00:00,error,no,Q14911717,absent
490,MSH6,HGNC:7329,constitutional mismatch repair deficiency syndrome,MONDO_0010159,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b7d02927-ac93-4a43-a86d-01cd381f4e9f--2018-10-09T14:57:26,2018-10-09T14:57:26.378Z,complete,yes,Q14911717,Q736633
491,MSRB3,HGNC:27375,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3ea7c7e0-dc56-4484-b2b6-5e3899d04013--2017-11-15T17:00:00,2017-11-15T17:00:00.000Z,error,no,Q18053710,Q9079046
492,MTHFR,HGNC:7436,homocystinuria due to methylene tetrahydrofolate reductase deficiency,MONDO_0009353,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/cbfc5297-ed0d-4d7c-bca6-747114ed2b17--2019-06-18T16:00:00,2019-06-18T16:00:00.000Z,error,yes,Q14864922,absent
493,MTM1,HGNC:7448,X-linked centronuclear myopathy,MONDO_0010683,SOP7,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2b60f008-871f-4c5f-aa46-099d09fb66df--2019-11-22T17:00:00,2019-11-22T17:00:00.000Z,error,yes,Q18029548,absent
494,MUT,HGNC:7526,methylmalonic aciduria due to methylmalonyl-CoA mutase deficiency,MONDO_0009612,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/3c5301da-0dad-417a-8257-5b1c6155e8fa--2019-05-09T14:57:52,2019-05-09T14:57:52.654Z,error,yes,Q14905193,absent
495,MUTYH,HGNC:7527,hereditary breast carcinoma,MONDO_0016419,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/9904,2017-05-24T00:00:00,error,no,Q14883437,absent
496,MUTYH,HGNC:7527,hereditary breast carcinoma,MONDO_0016419,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/9902,2017-05-25T00:00:00,error,no,Q14883437,absent
497,MUTYH,HGNC:7527,familial ovarian cancer,MONDO_0016248,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9905,2017-11-29T00:00:00,error,no,Q14883437,Q172341
498,MUTYH,HGNC:7527,MUTYH-related attenuated familial adenomatous polyposis,MONDO_0012041,SOP4,Moderate,https://search.clinicalgenome.org/kb/gene-validity/10072,2017-10-09T00:00:00,error,no,Q14883437,absent
499,MUTYH,HGNC:7527,MUTYH-related attenuated familial adenomatous polyposis,MONDO_0012041,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9855,2017-06-12T00:00:00,error,yes,Q14883437,absent
500,MUTYH,HGNC:7527,familial ovarian cancer,MONDO_0016248,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9903,2017-11-29T00:00:00,error,no,Q14883437,Q172341
501,MYBPC3,HGNC:7551,hypertrophic cardiomyopathy 4,MONDO_0007268,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10061,2017-09-05T13:00:00,complete,yes,Q18029708,Q27674921
502,MYH11,HGNC:7569,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8252,2016-07-03T00:00:00,error,yes,Q18029753,absent
503,MYH14,HGNC:23212,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/007697a5-2f83-40d0-b2ea-914e458a1452--2018-06-19T04:00:00,2018-06-19T04:00:00.000Z,complete,yes,Q18046347,Q9079046
504,MYH6,HGNC:7576,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10074,2017-11-01T00:00:00,error,no,Q18029742,absent
505,MYH7,HGNC:7577,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/10075,2017-12-02T00:00:00,error,yes,Q14876107,absent
506,MYH9,HGNC:7579,MYH-9 related disease,MONDO_0015912,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/d6801442-c490-44a0-9a60-84ab5b20f7ac--2018-07-17T19:18:19,2018-07-17T19:18:19.148Z,error,yes,Q18029747,absent
507,MYL2,HGNC:7583,hypertrophic cardiomyopathy 10,MONDO_0012112,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8768,2017-02-07T16:00:00,complete,yes,Q18029761,Q27674928
508,MYL3,HGNC:7584,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8499,2016-10-04T00:00:00,error,yes,Q18029764,absent
509,MYLK,HGNC:7590,familial thoracic aortic aneurysm and aortic dissection,MONDO_0019625,SOP4,Strong,https://search.clinicalgenome.org/kb/gene-validity/8257,2016-12-18T00:00:00,error,no,Q18029774,absent
510,MYLK2,HGNC:16243,hypertrophic cardiomyopathy,MONDO_0005045,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/6f0f41e3-7b5b-477c-b45d-598b5f8f3df0--2017-04-17T16:00:00,2017-04-17T16:00:00.000Z,error,no,Q18048008,absent
511,MYO15A,HGNC:7594,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/2cf0898e-5e63-4327-9341-fdf26490beee--2017-11-21T17:00:00,2017-11-21T17:00:00.000Z,complete,yes,Q18040062,Q9079046
512,MYO18B,HGNC:18150,Klippel-Feil anomaly-myopathy-facial dysmorphism syndrome,MONDO_0014689,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/00998e50-dd3f-4bfa-8500-34d34980d5c8--2020-01-12T21:35:45,2020-01-12T21:35:45.043Z,error,no,Q18047740,Q55784933
513,MYO1A,HGNC:7595,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Refuted,https://search.clinicalgenome.org/kb/gene-validity/3dcc24f7-4cf7-413b-a956-16ad58bcbd36--2018-01-16T17:00:00,2018-01-16T17:00:00.000Z,error,no,Q18029779,Q9079046
514,MYO1C,HGNC:7597,autosomal dominant nonsyndromic deafness,MONDO_0019587,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/f27e3d88-0a3d-44f8-bbbc-1f668e596541--2018-06-28T17:54:37,2018-06-28T17:54:37.828Z,error,no,Q18029782,absent
515,MYO1F,HGNC:7600,nonsyndromic genetic deafness,MONDO_0019497,SOP5,Disputed,https://search.clinicalgenome.org/kb/gene-validity/c422abbd-4f16-4da0-8569-d5d7138be488--2018-08-22T19:15:19,2018-08-22T19:15:19.097Z,error,no,Q18029570,Q9079046
516,MYO3A,HGNC:7601,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Strong,https://search.clinicalgenome.org/kb/gene-validity/a8fa3d7b-73a2-43a3-8f13-7dac3fd27737--2017-11-15T17:00:00,2017-11-15T17:00:00.000Z,error,no,Q18040719,Q9079046
517,MYO6,HGNC:7605,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/50d408fe-e298-4683-985c-57a37b30e273--2018-02-20T17:00:00,2018-02-20T17:00:00.000Z,complete,yes,Q18029794,Q9079046
518,MYO7A,HGNC:7606,Usher syndrome type 1,MONDO_0010168,SOP5,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1e897a2f-d4cf-4e13-85d8-f37405a09b18--2018-06-29T15:37:30,2018-06-29T15:37:30.271Z,error,yes,Q14914027,absent
519,MYO7A,HGNC:7606,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/598b33f0-cdad-4290-b6eb-f9c2304c7bb6--2018-03-19T16:00:00,2018-03-19T16:00:00.000Z,complete,yes,Q14914027,Q9079046
520,MYO9A,HGNC:7608,arthrogryposis syndrome,MONDO_0015225,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/5465,2016-11-24T00:00:00,error,no,Q18029800,absent
521,MYOM1,HGNC:7613,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/8ff00fbf-6b20-49cd-8af8-0f6404240db5--2018-08-01T18:51:28,2018-08-01T18:51:28.725Z,error,no,Q18033273,absent
522,MYOZ2,HGNC:1330,hypertrophic cardiomyopathy,MONDO_0005045,SOP5,Limited,https://search.clinicalgenome.org/kb/gene-validity/d74395ba-66ee-43c6-8d3c-c353bd8e5e82--2018-08-01T15:46:03,2018-08-01T15:46:03.482Z,error,no,Q18040586,absent
523,MYPN,HGNC:23246,hypertrophic cardiomyopathy,MONDO_0005045,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/10048,2017-06-05T00:00:00,error,no,Q18047709,absent
524,NADK2,HGNC:26404,progressive encephalopathy with leukodystrophy due to DECR deficiency,MONDO_0014464,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/285bdfcd-10c2-48f9-9be9-d77894b26f19--2018-02-27T17:00:00,2018-02-27T17:00:00.000Z,error,no,Q18050483,Q55345888
525,NAGS,HGNC:17996,hyperammonemia due to N-acetylglutamate synthase deficiency,MONDO_0009377,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/33dcead1-e3d9-4427-98fd-05a655c8c213--2019-07-26T17:02:06,2019-07-26T17:02:06.661Z,complete,yes,Q18052520,Q6951345
526,NARS2,HGNC:26274,nonsyndromic genetic deafness,MONDO_0019497,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/9db16e79-4c14-437f-9723-749f99053d5c--2017-12-19T17:00:00,2017-12-19T17:00:00.000Z,error,no,Q18046306,Q9079046
527,NARS2,HGNC:26274,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/8874861d-9d28-440d-a751-54c22df0d4ad--2019-12-19T19:07:22,2019-12-19T19:07:22.572Z,error,no,Q18046306,absent
528,NBEAL2,HGNC:31928,gray platelet syndrome,MONDO_0007686,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/ae8bd4d6-8810-423b-83e0-98667f06426d--2019-06-26T16:00:00,2019-06-26T16:00:00.000Z,error,yes,Q18037007,absent
529,NBN,HGNC:7652,hereditary breast carcinoma,MONDO_0016419,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9906,2017-09-27T00:00:00,error,no,Q14912001,absent
530,NBN,HGNC:7652,Nijmegen breakage syndrome,MONDO_0009623,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/de6fa1fe-a86e-4f0d-8da8-7690debe9aec--2019-08-14T19:31:32,2019-08-14T19:31:32.776Z,complete,yes,Q14912001,Q1250362
531,NDP,HGNC:7678,Norrie disease,MONDO_0010691,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/9611,2018-03-21T00:00:00,complete,yes,Q18029892,Q1415842
532,NDUFA1,HGNC:7683,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/497170a6-a042-46cb-9809-3c3094fcd05e--2019-05-20T18:48:47,2019-05-20T18:48:47.372Z,error,no,Q18029895,absent
533,NDUFA10,HGNC:7684,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/e40eec3c-0ce0-442e-9058-6bf4d90d6dc3--2019-11-25T16:20:49,2019-11-25T16:20:49.949Z,error,no,Q18029925,absent
534,NDUFA12,HGNC:23987,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/81f38f43-5e0c-4cb8-9be8-091f2c8a2c71--2019-11-25T16:08:15,2019-11-25T16:08:15.348Z,error,no,Q18042184,absent
535,NDUFA2,HGNC:7685,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/3f40eb04-1cc3-477c-ab0a-c8162958fd4f--2019-05-20T19:06:23,2019-05-20T19:06:23.871Z,error,no,Q18029898,absent
536,NDUFA9,HGNC:7693,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/87c6c5c5-7bf7-4bd2-94f0-2d529a512e74--2019-11-25T16:28:51,2019-11-25T16:28:51.567Z,error,no,Q18029923,absent
537,NDUFAF4,HGNC:21034,Leigh syndrome,MONDO_0009723,SOP7,Limited,https://search.clinicalgenome.org/kb/gene-validity/2df4e73b-a8a5-4ce2-bab6-2be732d3c542--2020-02-12T19:47:34,2020-02-12T19:47:34.160Z,error,no,Q18039575,absent
538,NDUFS1,HGNC:7707,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/b6995e66-f840-485a-a635-b64cb9f45cd9--2019-06-20T16:17:18,2019-06-20T16:17:18.750Z,error,yes,Q18029965,absent
539,NDUFS3,HGNC:7710,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/4ae2af25-4fc1-48c3-a289-fae04977b192--2019-06-20T16:25:02,2019-06-20T16:25:02.779Z,error,no,Q18029973,absent
540,NDUFS4,HGNC:7711,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1ed6ae7f-8c64-4ca3-a71b-6e97ae21d71d--2019-04-08T16:29:53,2019-04-08T16:29:53.550Z,error,yes,Q18029980,absent
541,NDUFS7,HGNC:7714,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/b702a150-de60-429e-bb12-ba8cde1483e7--2019-11-25T16:00:08,2019-11-25T16:00:08.570Z,error,no,Q18056075,absent
542,NDUFS8,HGNC:7715,Leigh syndrome,MONDO_0009723,SOP6,Moderate,https://search.clinicalgenome.org/kb/gene-validity/01a27520-f92a-4b81-b63b-c15132c873be--2019-11-25T15:24:06,2019-11-25T15:24:06.734Z,error,no,Q18029992,absent
543,NDUFV1,HGNC:7716,Leigh syndrome,MONDO_0009723,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/1b96e332-59c4-4636-8bdf-bf893ea059f1--2019-11-26T16:34:30,2019-11-26T16:34:30.120Z,error,yes,Q18029978,absent
544,NDUFV2,HGNC:7717,Leigh syndrome,MONDO_0009723,SOP6,Limited,https://search.clinicalgenome.org/kb/gene-validity/1266aed1-8c25-4b28-bf8a-a0e16d9b3da9--2019-11-25T14:57:48,2019-11-25T14:57:48.766Z,error,no,Q18029995,absent
545,NEB,HGNC:7720,nemaline myopathy 2,MONDO_0009725,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/796dd762-f35c-425a-be3f-05424324ade0--2019-10-21T16:00:00,2019-10-21T16:00:00.000Z,complete,yes,Q3117355,Q32144835
546,NEXN,HGNC:29557,hypertrophic cardiomyopathy 20,MONDO_0013477,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/8764,2016-11-01T16:00:00,error,no,Q18048539,Q27674939
547,NF1,HGNC:7765,familial ovarian cancer,MONDO_0016248,SOP4,No Reported Evidence,https://search.clinicalgenome.org/kb/gene-validity/10082,2017-02-22T00:00:00,error,no,Q20782771,Q172341
548,NF1,HGNC:7765,hereditary pheochromocytoma-paraganglioma,MONDO_0017366,SOP4,Definitive,https://search.clinicalgenome.org/kb/gene-validity/8354,2017-06-22T00:00:00,complete,yes,Q20782771,Q56013982
549,NF1,HGNC:7765,"obsolete neurofibromatosis, type 1",MONDO_0008077,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/367a3958-ce81-47fa-a505-a451ca67aab5--2019-02-27T17:00:00,2019-02-27T17:00:00.000Z,error,yes,Q20782771,absent
550,NF2,HGNC:7773,neurofibromatosis type 2,MONDO_0007039,SOP6,Definitive,https://search.clinicalgenome.org/kb/gene-validity/a185a859-a499-4c4a-bebe-996b16fb3cf3--2019-02-27T17:00:00,2019-02-27T17:00:00.000Z,error,yes,Q14889782,absent
551,NFKBIZ,HGNC:29805,hereditary nonpolyposis colon cancer,MONDO_0018630,SOP4,Limited,https://search.clinicalgenome.org/kb/gene-validity/9867,2017-07-10T00:00:00,error,no,Q18045638,Q783644
